Name	Ratio	Tags
Old Man's Journey	84.00%	10000000000000000000000000
Black Skylands	84.00%	10101110101001000000010000
Mago: The Villain's Burger	84.00%	10000000000000000000000000
Strife: Veteran Edition	84.00%	00101000100000000000101001
War Brokers	84.00%	10100010000000000000010000
Cats Make You Smarter!	84.00%	00010000000010000010000000
Soma Spirits: Rebalance	84.00%	10000000100001000000000000
Campfire Cooking	84.00%	10010000000010000000000000
Danger Crew	84.00%	11011100110001001001000000
The Button Witch	84.00%	11000100011011101101000000
The Wizard and The Slug	84.00%	00100001010000111001000010
Clockwork Calamity in Mushroom World: What would you do if the time stopped ticking?	84.00%	11100100000001000101000000
Star Seeker in: the Secret of the Sorcerous Standoff	84.00%	01001100010001111000000000
Couch Monsters	84.00%	11011000010010000001100000
FEWAR-DVD	84.00%	11101000000000000000000100
Ringlorn Saga	84.00%	01101100111001100100000000
Shadow Bug	83.99%	10100100011000000000000000
Minesweeper Classy	83.99%	11011000010010001000000000
????????Initiating Station PLUS	83.99%	01000000000000000001000010
Few Nights More	83.99%	10001000110000000000010000
Cute Cats 3	83.99%	01011000000010001001000000
Ballads of Reemus: When the Bed Bites	83.99%	10010100010000000000000000
Queer Man Peering Into A Rock Pool.jpg	83.99%	01001000101100011000000000
Niche - a genetics survival game	83.98%	00000111000010000100000000
Street Legal Racing: Redline v2.3.1	83.98%	00001010000000000000100000
Angvik	83.98%	10101100010000000000000000
Gun Done	83.98%	10010000000001000000000100
Tannenberg	83.97%	10100011001100000000101001
.hack//G.U. Last Recode	83.97%	00101100100000110000000010
Quake 4	83.97%	00101100001000000000101001
BUSTAFELLOWS	83.97%	00111110000010011000000010
LABYRINTH OF TOUHOU - GENSOKYO AND THE HEAVEN-PIERCING TREE	83.97%	00000100110000100001000010
Chasm: The Rift	83.97%	00101100001001000000001001
Team Fortress Classic	83.96%	00100000000000000000101001
BDSM: Big Drunk Satanic Massacre	83.96%	00100000001000000000000001
Combots	83.96%	01100000000100001000110001
Jetborne Racing	83.96%	10001010000000000000100000
"Codename: Panzers, Phase One"	83.96%	00001011000000000000100000
Batman&trade;: Arkham Knight	83.95%	00101101001010010000000000
Injustice: Gods Among Us Ultimate Edition	83.95%	00101000011000010000100100
The Typing of The Dead: Overkill	83.95%	00101000000000000000101101
Toki Tori	83.95%	10111100010010000001100000
Hentai Mosaique Vip Room	83.95%	10110010100010000000000010
Switchcars	83.95%	10101000000001000000010100
Cute Cats	83.95%	01011000000010000001000000
Cubicolor	83.95%	10011001000010000000000000
Organs Please	83.95%	10001011100000000000010000
Didnapper 2	83.95%	00001000110000111101000010
Spellbreak	83.94%	00100100100100101010100000
The Cursed Forest	83.94%	10001100001100010100001000
Unbreakable Vr Runner	83.94%	10100100000000000000010000
Memory note	83.94%	11010100001000000001000010
?????????2ndBreak	83.94%	01000000010000000000000000
Volley Court	83.94%	11011000000100000000101000
DEFCON	83.93%	10001011011000000000100000
Istrolid	83.93%	10101001010001000010100000
Fobia - St. Dinfna Hotel	83.93%	10001100001010010100001001
The Disney Afternoon Collection	83.93%	00101100010001000000000000
Masquerada: Songs and Shadows	83.93%	00000000100000111000000000
Dredgers	83.93%	00001000110001100000000000
Rising Hell	83.93%	00101000010001100000010100
I'm on Observation Duty 2	83.93%	10000000000000000000000000
THE LAST BLADE 2	83.93%	00100000000001000000100100
Warrior Kings: Battles	83.93%	00000001000000100000000000
Retrocycles	83.93%	11100000000000000010100000
Box Cats Puzzle	83.93%	11011000000010000001000000
TANGLEWOOD	83.93%	10101100010001001111000110
File Destined	83.93%	11101100001100010100001000
Last Day of June	83.92%	10011100101010010000000000
Eldritch	83.92%	10101100101001000100001000
Irony Of Nightmare	83.92%	10001100001000010000010000
Palmyra Orphanage	83.92%	10001100001010000100011000
Old Friend	83.92%	00010000000000000000000000
JUJU	83.92%	10110100000000000000000000
Dungeon Scavenger	83.92%	00000001110100000100001000
CATch the Stars: Japan	83.92%	01011000011010001001000000
Circuit Superstars	83.91%	10001000000100000001100100
Dread Templar	83.91%	00101000001001000000001001
Conquest of Elysium 5	83.91%	10001001010000100100100000
King Rabbit - Puzzle	83.91%	01010000010010000001000000
KamiYaba: Destiny on a Dicey Deadline	83.91%	00001100011000011001000010
Sand Castle	83.91%	11001100011000010001001010
Albert Innovation	83.91%	11101100001100000110000000
Don Bradman Cricket 14	83.90%	10000010000000000000100000
Diner Bros	83.90%	10111000000000000001100000
YORG.io	83.90%	10010001000000000000000000
Koi Musubi	83.90%	10000100000000000001000010
Waves 2: Notorious	83.90%	00100000000000001000110101
Magical Otoge Ciel	83.90%	10010010000000000010000010
Tardy	83.90%	10000100000001000000000000
Tiny Dangerous Dungeons	83.90%	11101100010001000100000000
Stardom	83.90%	00011010010001010000000000
SEARCH ALL - FOXES	83.90%	01010000010010000100000110
World of Tanks	83.89%	00100010000000000010100001
The Odyssey of the Mammoth	83.89%	01011100000100001101000000
SEIKEN-MANIFESTIA	83.89%	00101001010010100000000010
Aquaria	83.88%	10101100011010110100000000
Neptunia Shooter	83.88%	00101000010001000001000111
Gray Matter	83.88%	00011100001010010000000000
Death Crown	83.88%	10001001011001100000000000
Gazillionaire	83.88%	10010011000000000000000000
The Rabbit and The Owl	83.88%	10010000000010000000000000
Cleansuit	83.88%	10000100000000000000000000
Princess Castle Quest	83.88%	01010000010011101101000000
Vetrix	83.88%	01010000000011000000000000
ROBO OH	83.88%	11101110010001000100100110
Fuzz Dungeon	83.88%	01100100010101001100000000
Veil of Dust: A Homesteading Game	83.88%	01000010000000110000010000
Trick &amp; Treat Remake	83.88%	11011100010011100001000010
A Walk With Yiayia	83.88%	01010100110101000101000000
Galacticon	83.88%	01101000010001100000000101
Crate Mates	83.88%	11011001010011001000000000
Weeping Falls Massacre	83.88%	01101100001110000100001000
Ascension	83.87%	11111100010001000000000000
OVIVO	83.87%	10101100011010000100000000
Bravery Network Online	83.87%	00000001110000001000110010
Delicious - Emily's Message in a Bottle	83.87%	10000000000000000000000000
TOK 2	83.87%	11011000010010001010010000
Lunch Lady	83.86%	00100000000000000100101000
Dex	83.86%	10101100111001010000000000
GearCity	83.86%	10000011000000000000010000
Black Mirror II	83.86%	00001100001010010000000000
Galimulator	83.86%	10001011000000000000000000
Neko Neko	83.86%	10010001000010000000000010
Atelier Lydie &amp; Suelle: The Alchemists and the Mysterious Paintings DX	83.86%	00000100100000100001000010
Lovely Planet 2: April Skies	83.86%	10101000000100001001001111
Phucker in the Woods	83.86%	11010000000000000010000000
TOTALLY BASEBALL	83.86%	00001011000000000000001000
Watamari - A Match Made in Heaven Part1	83.86%	10011100000000010001000010
Teamfight Manager	83.85%	10001011010001000000100000
Aliens versus Predator Classic 2000	83.85%	00101000001000000000101001
Fujiwara Bittersweet	83.85%	11011100010000010011001010
Tempest of the Heavens and Earth	83.85%	10100000000000000000000010
Gachi Revenge	83.85%	11110110000000010000000010
????	83.85%	01000000000100000000000000
Arcade Spirits: The New Challengers	83.85%	10011100010000010000000100
Space Cats Tactics: Prologue	83.85%	01000111100000010100000000
PsiloSybil	83.85%	00100000000100001000010000
GRAND CROSS: ReNOVATION	83.85%	00110000010001001000000001
Late Bird	83.85%	11011000010000000000000000
Quantum Break	83.84%	00101100001000010000000001
The Perfect Tower II	83.84%	11101001000100001010110000
Waking Mars	83.84%	10101100011010010100000000
Carmageddon Max Pack	83.84%	10101000000000000000100100
Wild Animal Sports Day	83.84%	10110010001000010000000010
The Eden of Grisaia	83.84%	00111100000000010001000010
Squeakers	83.84%	10101100010011000001000100
Berzerk Flashback	83.84%	10111101110000000000000000
Thea: The Awakening	83.83%	10001001100000100000000000
AHEGAL SEASONS	83.83%	00111000010000001001000111
Magical Diary: Wolf Hall	83.83%	10000110100000100000000010
Summoners Fate	83.83%	00000001100000100000010000
Pigeons Attack	83.83%	10110000000000000000100000
Warstride Challenges	83.83%	10100000000000000000111101
MOTHERGUNSHIP: FORGE	83.83%	00100000000100000000001001
S.T.A.L.K.E.R.: Clear Sky	83.82%	00101100101000000000101001
SkyDrift	83.82%	10100000000000000000100100
Super Mega Baseball 2	83.82%	10001010000000000000100000
Mutropolis	83.82%	10001100011010110001000000
Star Apprentice: Magical Murder Mystery	83.82%	01100100010001010001000011
Mothmen 1966	83.82%	10001100011001010000000000
Resident Evil Revelations	83.81%	00101100001000010000100001
Pathologic Classic HD	83.81%	10101100101000010000001000
The Cave	83.81%	10011100011010000000000000
Sword and Fairy 2	83.81%	00001000110000011000000010
Grapple	83.81%	11111001000110100010001100
????-dishonest	83.81%	01000000000000000000000010
Kapia	83.81%	01000100001110011100000000
PickCrafter	83.80%	10011010100001100110000000
Blaster Master Zero 2	83.80%	00100000010001000000000010
Gutwhale	83.80%	11100000011001000000000000
Juiced!	83.80%	11101100010001000011100000
Rogue Star Rescue	83.80%	10100101000001000000100001
STRIKERS 1945	83.80%	00100000010001000000000100
The Greatest Penguin Heist of All Time	83.79%	00110000000000000000110000
Riptide GP: Renegade	83.79%	00100000000000000000100100
Ephemerid: A Musical Adventure	83.79%	10001100001000000000000000
?????	83.79%	01000000000000000000000000
No Plan B: Prologue	83.79%	11001011000000000010000000
Simmiland	83.78%	10011011010011000000000000
The Enchanted Cave 2	83.78%	10011000110001000000000000
Sheepy	83.78%	11011000010001101010000000
T-Minus 30	83.78%	00001011000000000000000000
Sang-Froid - Tales of Werewolves	83.77%	10101101101000000010000000
The Monster Inside	83.77%	10001000001000000010000000
Eroico	83.77%	10101000010001101001000010
TAISHO x ALICE episode 1	83.77%	00000100000000000000000010
360 No Scope Arena	83.77%	10100000000000000000100010
Eternal Threads	83.77%	00001100001010010100000000
The Case Book of Arne	83.77%	10011100110001010101000010
Slowdrive	83.77%	10000000000000000000000000
Redneck Kentucky and the Next Generation Chickens	83.77%	00100000000000000000000000
Mike Dies	83.77%	10101100001010000100000000
Cubism	83.77%	10011000001010001000010000
LaserZone	83.77%	11111100010010000000000000
Star Island	83.77%	11111000000000001001000001
Triple Take	83.77%	01101100000001010000000100
There Swings a Skull: Grim Tidings	83.77%	11011000111001010000000000
Brave Soldier - Invasion of Cyborgs	83.77%	01101100010001001000000101
Inside the Backrooms	83.76%	00000100001110010100111000
WARRIORS OROCHI 4	83.76%	00101100000000100000100010
BlazeRush	83.76%	10111000001000000000100101
Saku Saku: Love Blooms with the Cherry Blossoms	83.76%	00010000000000010001000010
Insomnis	83.76%	10001100000010000100001000
Path Out	83.76%	00000100000001000010000000
Delver	83.75%	10101100101001100000011000
Observer: System Redux	83.75%	00000000000000010000001000
Evan's Remains	83.75%	10000000000000000000000000
Monster Rancher 1 &amp; 2 DX	83.75%	00001010100000100001000010
Ultratron	83.75%	10101000010001000000000101
Rhome	83.75%	11010100001000000110101000
New York Mysteries: The Lantern of Souls	83.75%	00010100000000000000000000
Over the Alps	83.75%	10001100110000010000000000
Skatemasta Tcheco	83.75%	11111000010001001000000100
Forgotten Realms: The Archives - Collection Two	83.75%	00101000100000100100000000
Costume Quest 2	83.74%	10111100100000100001100000
That Time I Got Reincarnated as an Orc	83.74%	00001100110000110101000010
The Troop	83.74%	00101001000100000000010000
Tear and the Library of Labyrinths	83.74%	10001100110000100000000010
Piposh	83.74%	11000100010000011000000000
????	83.74%	01000000000000000000000000
Kor	83.74%	11001100110001100001000000
Dininho Adventures: Definitive Edition	83.74%	01001100010000101001000000
GROUND-UNBOUND	83.74%	01100000000100001000001001
Byte Lynx	83.74%	01001001000110000000000000
Bloons Adventure Time TD	83.73%	00101101000000000010100000
Card City Nights	83.73%	10011101000010000001000000
Verlet Swing	83.73%	10100000000000000000001000
Yokai Art: Night Parade of One Hundred Demons	83.73%	10011001010010100001000000
Black Mirror III	83.73%	00001100001010010000000000
Scavenger SV-4	83.73%	10101110001000000100001000
Press Ctrl	83.73%	10011000011011000001000000
Adore	83.73%	10100000100000000000010000
Master of Orion 1	83.73%	00001001010000000000000000
Vacuum Pilot	83.73%	01001000010000000010110100
FlatOut: Ultimate Carnage	83.72%	00101000000000000000100100
Bounty of One	83.72%	00111000100000101000010100
Battle Ram	83.72%	10110110011000001001000000
Nippon Marathon	83.72%	10110000000000000000110010
The Adventures of Looppy	83.72%	11011100010000001001000000
Guildford Castle VR	83.72%	11011100001000000110000000
GTFO	83.71%	00100000001000000000101001
They Are Billions	83.71%	10001001000000000000010000
Antimatter Dimensions	83.71%	10011001000000000010000000
Alone in the Dark 1	83.71%	00100100000000000000000000
Q-YO Blaster	83.71%	10101100000001000000000000
My Hole is a Mouth of Dirt	83.71%	11000100001000000000000000
GOCCO OF WAR	83.70%	10111000000000101001100011
Rollers of the Realm	83.70%	10111100100010110000000100
Blacktop Hoops	83.70%	01111010000100001000010100
Sol Survivor	83.70%	10001001000000000000100000
Kidnapped Girl	83.69%	11010110000000010011001010
Shadowrun: Hong Kong - Extended Edition	83.69%	10101101101000110000000000
Red Faction	83.69%	00101100001000000000101001
In Other Waters	83.69%	10001110001010010100000000
Still There	83.69%	00001100011010010000001000
???	83.69%	01000000000000000000000000
Blast Brigade vs. the Evil Legion of Dr. Cread	83.69%	00101100011000011101000000
Space Choice: Data Analyzer	83.69%	10011011010000000010000000
Majikoi! Love Me Seriously!	83.69%	00011100010000010000000010
sunny-place	83.69%	01111000000100100001100010
Scoober Splat	83.69%	01110000000000001000110100
Polygunners	83.69%	11101000010000100010000000
TYRONE vs COPS VR	83.69%	01100000000100000000001101
Soul Gambler	83.68%	10001100100000010000000000
????	83.68%	00000000000000000001000000
Apsulov: End of Gods	83.68%	10101100001000010000001000
Enter The Backrooms	83.68%	00011100000100100000001000
The Mirror Lied	83.68%	10000100000001000010000000
Pixel Cup Soccer - Ultimate Edition	83.68%	00100010000001000000100100
Escape from Tatris	83.68%	11011000011010000010000100
Causality	83.68%	10011100011011010000000000
3D Math - Ultra	83.68%	11011011000010000000000000
Jiangshi x Daoshi	83.68%	00111100000000100000000000
Timeloop: Sink Again Beach	83.68%	01000100001010010100000000
Mibibli's Quest	83.68%	10000000000000000000000000
Bullet Party	83.68%	00001000000001000001100101
Trash Quest	83.68%	11101100011001000101000000
Syrian Warfare	83.67%	10001011001000000000100000
Cold Waters	83.67%	10101011001000000000100000
60 Parsecs!	83.67%	10011111111000011000000000
Into The Flames	83.67%	10110010000000000000111000
Fireboy &amp; Watergirl: Elements	83.67%	00100000010000000000100000
??/Blind	83.67%	00000000010000000000000010
Grapple Dog	83.67%	10101100010001001001000000
Armored Brigade	83.67%	00000011000000000000000000
L.A. Noire	83.66%	00101101001010010000000000
One Night Stand	83.66%	10011110000000010000000010
Beat Blast	83.66%	10111000110000000000000100
Colony Siege	83.66%	10000011000000000000100000
